municipio_id,municipio_nombre,region,pop,web,cat,cat_emoji,titulo,desc,como,url
cerronavia,Cerro Navia,Región Metropolitana,155.000 hab.,https://www.cerronavia.cl,Educación y Becas,🎓,Corporación del Deporte de Cerro Navia,"Fomento del deporte y actividad física para niños, jóvenes y adultos. Clases en gimnasio, estadio y piscina municipales.","Consulta programas en la Corporación del Deporte, Mapocho Norte 8115, Cerro Navia.",https://www.cerronavia.cl
cerronavia,Cerro Navia,Región Metropolitana,155.000 hab.,https://www.cerronavia.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios estatales y orientación para familias vulnerables de Cerro Navia.",Acércate con carnet e RSH a la Dirección de Desarrollo Social del municipio.,https://www.cerronavia.cl
cerronavia,Cerro Navia,Región Metropolitana,155.000 hab.,https://www.cerronavia.cl,Social y Legal,⚖️,Asesoría jurídica gratuita,"Orientación legal gratuita en materias civiles, laborales y de familia para vecinos.",Solicita hora en la Municipalidad de Cerro Navia en horario hábil.,https://www.cerronavia.cl/
cerronavia,Cerro Navia,Región Metropolitana,155.000 hab.,https://www.cerronavia.cl,Adulto Mayor,👴,Talleres adulto mayor,"Actividades recreativas, culturales y de salud gratuitas para personas mayores de 60 años.",Inscríbete en los centros comunitarios o en la Oficina del Adulto Mayor.,https://www.cerronavia.cl
pudahuel,Pudahuel,Región Metropolitana,200.000 hab.,https://mpudahuel.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Red de centros de salud con atención médica, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.mpudahuel.cl/sitio/municipio/63-programas-sociales
pudahuel,Pudahuel,Región Metropolitana,200.000 hab.,https://mpudahuel.cl,Salud,🏥,Farmacia Municipal,Medicamentos a precio accesible para vecinos de Pudahuel con receta médica.,Presenta receta médica vigente en la farmacia municipal de Pudahuel.,https://www.mpudahuel.cl/
pudahuel,Pudahuel,Región Metropolitana,200.000 hab.,https://mpudahuel.cl,Adulto Mayor,👴,Programa Adulto Mayor — SENAMA,Pudahuel participa activamente en el Fondo Nacional del Adulto Mayor. El municipio capacita a clubes de adultos mayores para postular a fondos SENAMA.,Consulta en la Dirección de Desarrollo Comunitario de Pudahuel. Talleres de capacitación gratuitos.,https://www.mpudahuel.cl/sitio/municipio/63-programas-sociales
pudahuel,Pudahuel,Región Metropolitana,200.000 hab.,https://mpudahuel.cl,Adulto Mayor,👴,Información PGU y beneficios adulto mayor,"El municipio de Pudahuel difunde activamente los beneficios previsionales para adultos mayores, incluyendo la PGU y el Bono por Hijo para mujeres.",Revisa pudahuel.cl/noticias para información actualizada o consulta en la Municipalidad.,https://www.pudahuel.cl/noticias/2026/04/pgu-se-expande-reforma-de-pensiones-habilita-nuevo-tramo-de-beneficiarios-y-eleva-el-monto/
pudahuel,Pudahuel,Región Metropolitana,200.000 hab.,https://mpudahuel.cl,Educación y Becas,🎓,Beca Municipal Pudahuel,Apoyo económico para estudiantes de Pudahuel con vulnerabilidad económica y buen rendimiento académico.,"Postula en la Municipalidad entre marzo y abril con RSH, matrícula y notas.",https://www.mpudahuel.cl/
pudahuel,Pudahuel,Región Metropolitana,200.000 hab.,https://mpudahuel.cl,Educación y Becas,🎓,Útiles y uniformes escolares,Entrega gratuita de materiales para niños de familias vulnerables al inicio del año.,Postula en enero con RSH y certificado de matrícula.,https://www.mpudahuel.cl/
pudahuel,Pudahuel,Región Metropolitana,200.000 hab.,https://mpudahuel.cl,Social y Legal,⚖️,Programas Sociales Municipales,"Red de programas de asistencia social, subsidios y apoyo comunitario para familias de Pudahuel.",Acércate a la Dirección de Desarrollo Comunitario con carnet e RSH.,https://www.mpudahuel.cl/sitio/municipio/63-programas-sociales
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Salud,🏥,CESFAM gratuitos,"Red de centros de salud con médico, dental, matrona y especialidades básicas para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://municipalidaddevalparaiso.cl/salud
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Salud,🏥,Farmacia Popular Municipal,Medicamentos a precio justo o gratuitos con receta médica para vecinos en vulnerabilidad.,Presenta receta vigente en la farmacia municipal con carnet de identidad.,https://municipalidaddevalparaiso.cl
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Deporte y Cultura,🎭,FONDEPORTE Juan Olivares Marambio,Fondo exclusivo para clubes deportivos de Valparaíso. Financia equipamiento y actividades deportivas.,Postula en la Municipalidad. Bases disponibles en el sitio oficial.,https://municipalidaddevalparaiso.cl/bases
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Deporte y Cultura,🎭,Festival de Música Popular,Concurso y festival musical anual para artistas y agrupaciones de la ciudad.,Consulta bases en municipalidaddevalparaiso.cl en el periodo de convocatoria.,https://municipalidaddevalparaiso.cl/bases
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Educación y Becas,🎓,Beca Municipal Valparaíso,Apoyo económico para estudiantes con vulnerabilidad en todos los niveles educativos.,"Postula entre marzo y abril con RSH, matrícula y notas.",https://municipalidaddevalparaiso.cl
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Educación y Becas,🎓,Útiles y uniformes escolares,Entrega gratuita para familias vulnerables al inicio del año escolar.,Postula en enero con RSH y certificado de matrícula.,https://municipalidaddevalparaiso.cl
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios y orientación para familias vulnerables de Valparaíso.",Acércate con carnet e RSH al municipio.,https://municipalidaddevalparaiso.cl
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Social y Legal,⚖️,Asesoría jurídica gratuita,"Orientación legal gratuita en materias civiles, laborales y de familia.",Solicita hora en la Municipalidad de lunes a viernes en horario hábil.,https://municipalidaddevalparaiso.cl
valparaiso,Valparaíso,Valparaíso,310.000 hab.,https://municipalidaddevalparaiso.cl,Adulto Mayor,👴,Programas adulto mayor,"Talleres recreativos, culturales y de salud gratuitos para personas mayores de 60 años.",Inscríbete en los centros comunitarios o en la Oficina del Adulto Mayor.,https://municipalidaddevalparaiso.cl
cerrillos,Cerrillos,Región Metropolitana,95.000 hab.,https://www.cerrillos.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Red de centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa inscritos.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.cerrillos.cl
cerrillos,Cerrillos,Región Metropolitana,95.000 hab.,https://www.cerrillos.cl,Salud,🏥,Farmacia Municipal Cerrillos,Medicamentos esenciales a precio accesible para vecinos de Cerrillos con receta médica vigente.,Presenta receta médica en la farmacia municipal. Sin trámites adicionales.,https://www.cerrillos.cl
cerrillos,Cerrillos,Región Metropolitana,95.000 hab.,https://www.cerrillos.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de Cerrillos con vulnerabilidad y buen rendimiento en educación superior.,"Postula entre marzo y abril en la Municipalidad con RSH, certificado de matrícula y notas.",https://www.cerrillos.cl
cerrillos,Cerrillos,Región Metropolitana,95.000 hab.,https://www.cerrillos.cl,Adulto Mayor,👴,Programa Adulto Mayor Cerrillos,"Talleres recreativos, actividad física y sociabilización gratuitos para personas mayores de 60 años.",Inscríbete en la Oficina del Adulto Mayor o en los centros comunitarios de tu sector.,https://www.cerrillos.cl
cerrillos,Cerrillos,Región Metropolitana,95.000 hab.,https://www.cerrillos.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios y orientación para familias vulnerables de Cerrillos.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.cerrillos.cl
conchali,Conchalí,Región Metropolitana,135.000 hab.,https://www.conchali.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad y Fonasa activo.,https://www.conchali.cl
conchali,Conchalí,Región Metropolitana,135.000 hab.,https://www.conchali.cl,Salud,🏥,Farmacia Municipal Conchalí,Medicamentos a precio social para vecinos de Conchalí con receta médica. Prioridad familias vulnerables.,Presenta receta médica vigente en la farmacia municipal con carnet de identidad.,https://www.conchali.cl
conchali,Conchalí,Región Metropolitana,135.000 hab.,https://www.conchali.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de Conchalí con vulnerabilidad económica cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.conchali.cl
conchali,Conchalí,Región Metropolitana,135.000 hab.,https://www.conchali.cl,Adulto Mayor,👴,Talleres y programas adulto mayor,"Actividades recreativas, culturales y físicas gratuitas para adultos mayores de Conchalí.",Inscríbete en la Oficina del Adulto Mayor o en tu centro comunitario más cercano.,https://www.conchali.cl
conchali,Conchalí,Región Metropolitana,135.000 hab.,https://www.conchali.cl,Social y Legal,⚖️,Desarrollo Social Municipal,"Urgencias sociales, subsidios estatales y orientación para familias vulnerables de Conchalí.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de lunes a viernes.,https://www.conchali.cl
elbosque,El Bosque,Región Metropolitana,180.000 hab.,https://www.municipalidadelbosque.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Red de centros de salud con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa inscritos.",Inscríbete en el CESFAM de tu sector con carnet. Atención sin costo con Fonasa.,https://www.municipalidadelbosque.cl
elbosque,El Bosque,Región Metropolitana,180.000 hab.,https://www.municipalidadelbosque.cl,Salud,🏥,Farmacia Municipal El Bosque,Puedes comprar medicinas a precio justo en la farmacia de tu municipio con receta del doctor.,"Lleva tu receta, carnet y comprobante de que vives en El Bosque a la farmacia municipal.",https://www.municipalidadelbosque.cl
elbosque,El Bosque,Región Metropolitana,180.000 hab.,https://www.municipalidadelbosque.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de El Bosque con vulnerabilidad y rendimiento académico.,"Postula entre marzo y abril en la Municipalidad con RSH, matrícula y notas.",https://www.municipalidadelbosque.cl
elbosque,El Bosque,Región Metropolitana,180.000 hab.,https://www.municipalidadelbosque.cl,Adulto Mayor,👴,Programa Adulto Mayor El Bosque,"Talleres gratuitos de actividad física, recreación y sociabilización para mayores de 60 años.",Inscríbete en la Oficina del Adulto Mayor de la Municipalidad de El Bosque.,https://www.municipalidadelbosque.cl
elbosque,El Bosque,Región Metropolitana,180.000 hab.,https://www.municipalidadelbosque.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios y orientación para familias de El Bosque.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.municipalidadelbosque.cl
estacioncentral,Estación Central,Región Metropolitana,145.000 hab.,https://www.muniestacioncentral.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.muniestacioncentral.cl
estacioncentral,Estación Central,Región Metropolitana,145.000 hab.,https://www.muniestacioncentral.cl,Salud,🏥,Farmacia Municipal Estación Central,Medicamentos a precio accesible para vecinos de Estación Central con receta médica.,Presenta receta médica vigente en la farmacia municipal con carnet de identidad.,https://www.muniestacioncentral.cl
estacioncentral,Estación Central,Región Metropolitana,145.000 hab.,https://www.muniestacioncentral.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de la comuna con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.muniestacioncentral.cl
estacioncentral,Estación Central,Región Metropolitana,145.000 hab.,https://www.muniestacioncentral.cl,Adulto Mayor,👴,Programa Adulto Mayor,Talleres de actividad física y recreación gratuitos para personas mayores de 60 años de la comuna.,Inscríbete en la Oficina del Adulto Mayor de la Municipalidad de Estación Central.,https://www.muniestacioncentral.cl
estacioncentral,Estación Central,Región Metropolitana,145.000 hab.,https://www.muniestacioncentral.cl,Social y Legal,⚖️,Desarrollo Social Municipal,"Urgencias sociales, subsidios y orientación para familias vulnerables de Estación Central.",Acércate con carnet e RSH al Departamento de Desarrollo Social de la Municipalidad.,https://www.muniestacioncentral.cl
huechuraba,Huechuraba,Región Metropolitana,115.000 hab.,https://www.huechuraba.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental. Atención gratuita con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad y Fonasa activo.,https://www.huechuraba.cl
huechuraba,Huechuraba,Región Metropolitana,115.000 hab.,https://www.huechuraba.cl,Salud,🏥,Farmacia Municipal Huechuraba,Medicamentos esenciales a precio solidario para vecinos de Huechuraba con receta médica vigente.,Presenta receta médica en la farmacia municipal. Requiere carnet de identidad.,https://www.huechuraba.cl
huechuraba,Huechuraba,Región Metropolitana,115.000 hab.,https://www.huechuraba.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de Huechuraba con vulnerabilidad económica en educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad de Huechuraba.",https://www.huechuraba.cl
huechuraba,Huechuraba,Región Metropolitana,115.000 hab.,https://www.huechuraba.cl,Adulto Mayor,👴,Programa Adulto Mayor Huechuraba,Talleres recreativos y de actividad física gratuitos para personas mayores de 60 años.,Inscríbete en la Oficina del Adulto Mayor de la Municipalidad.,https://www.huechuraba.cl
huechuraba,Huechuraba,Región Metropolitana,115.000 hab.,https://www.huechuraba.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios y orientación para familias de Huechuraba.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.huechuraba.cl
independencia,Independencia,Región Metropolitana,110.000 hab.,https://www.independencia.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.independencia.cl
independencia,Independencia,Región Metropolitana,110.000 hab.,https://www.independencia.cl,Salud,🏥,Farmacia Municipal Independencia,Medicamentos a precio accesible para vecinos con receta médica vigente.,Presenta receta médica en la farmacia municipal con carnet de identidad.,https://www.independencia.cl
independencia,Independencia,Región Metropolitana,110.000 hab.,https://www.independencia.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de Independencia con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.independencia.cl
independencia,Independencia,Región Metropolitana,110.000 hab.,https://www.independencia.cl,Adulto Mayor,👴,Programa Adulto Mayor Independencia,Talleres gratuitos de recreación y actividad física para personas mayores de 60 años.,Inscríbete en la Oficina del Adulto Mayor de la Municipalidad de Independencia.,https://www.independencia.cl
independencia,Independencia,Región Metropolitana,110.000 hab.,https://www.independencia.cl,Social y Legal,⚖️,Desarrollo Social Municipal,"Urgencias sociales, subsidios y orientación para familias vulnerables de Independencia.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.independencia.cl
lacisterna,La Cisterna,Región Metropolitana,90.000 hab.,https://www.lacisterna.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Red de centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector. Atención gratuita con Fonasa activo.,https://www.lacisterna.cl
lacisterna,La Cisterna,Región Metropolitana,90.000 hab.,https://www.lacisterna.cl,Salud,🏥,Farmacia Municipal La Cisterna,Medicamentos esenciales a precio solidario para vecinos de La Cisterna con receta médica.,Presenta receta médica vigente en la farmacia municipal con carnet de identidad.,https://www.lacisterna.cl
lacisterna,La Cisterna,Región Metropolitana,90.000 hab.,https://www.lacisterna.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de La Cisterna con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.lacisterna.cl
lacisterna,La Cisterna,Región Metropolitana,90.000 hab.,https://www.lacisterna.cl,Adulto Mayor,👴,Programa Adulto Mayor La Cisterna,Talleres recreativos y de actividad física gratuitos para personas mayores de 60 años.,Inscríbete en la Oficina del Adulto Mayor de la Municipalidad de La Cisterna.,https://www.lacisterna.cl
lacisterna,La Cisterna,Región Metropolitana,90.000 hab.,https://www.lacisterna.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios y orientación para familias de La Cisterna.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.lacisterna.cl
lagranja,La Granja,Región Metropolitana,130.000 hab.,https://www.lagranja.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa inscritos.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.lagranja.cl
lagranja,La Granja,Región Metropolitana,130.000 hab.,https://www.lagranja.cl,Salud,🏥,Farmacia Municipal La Granja,Medicamentos a precio accesible para vecinos de La Granja con receta médica vigente.,Presenta receta médica en la farmacia municipal con carnet de identidad.,https://www.lagranja.cl
lagranja,La Granja,Región Metropolitana,130.000 hab.,https://www.lagranja.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de La Granja con vulnerabilidad económica.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad de La Granja.",https://www.lagranja.cl
lagranja,La Granja,Región Metropolitana,130.000 hab.,https://www.lagranja.cl,Adulto Mayor,👴,Programa Adulto Mayor La Granja,"Talleres de actividad física, recreación y sociabilización gratuitos para mayores de 60 años.",Inscríbete en la Oficina del Adulto Mayor de la Municipalidad o en tu centro comunitario.,https://www.lagranja.cl
lagranja,La Granja,Región Metropolitana,130.000 hab.,https://www.lagranja.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Urgencias sociales, subsidios y orientación para familias vulnerables de La Granja.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.lagranja.cl
lapintana,La Pintana,Región Metropolitana,195.000 hab.,https://pintana.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Red de centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://pintana.cl
lapintana,La Pintana,Región Metropolitana,195.000 hab.,https://pintana.cl,Salud,🏥,Farmacia Municipal La Pintana,Medicamentos esenciales a precio solidario para vecinos con receta médica vigente.,Presenta receta médica vigente en la farmacia municipal con carnet de identidad.,https://pintana.cl
lapintana,La Pintana,Región Metropolitana,195.000 hab.,https://pintana.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de La Pintana con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://pintana.cl
lapintana,La Pintana,Región Metropolitana,195.000 hab.,https://pintana.cl,Adulto Mayor,👴,Programa Adulto Mayor La Pintana,Talleres gratuitos de actividad física y recreación para personas mayores de 60 años de La Pintana.,Inscríbete en la Oficina del Adulto Mayor de la Municipalidad.,https://pintana.cl
lapintana,La Pintana,Región Metropolitana,195.000 hab.,https://pintana.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios y orientación para familias de La Pintana.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://pintana.cl
lareina,La Reina,Región Metropolitana,100.000 hab.,https://www.lareina.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.lareina.cl
lareina,La Reina,Región Metropolitana,100.000 hab.,https://www.lareina.cl,Salud,🏥,Farmacia Municipal La Reina,Puedes comprar medicamentos más baratos en la farmacia municipal si tienes receta del doctor.,"Lleva tu receta médica, carnet y comprobante de que vives en La Reina a la farmacia.",https://www.lareina.cl
lareina,La Reina,Región Metropolitana,100.000 hab.,https://www.lareina.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de La Reina con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.lareina.cl
lareina,La Reina,Región Metropolitana,100.000 hab.,https://www.lareina.cl,Adulto Mayor,👴,Centro de Atención Adulto Mayor La Reina,"Talleres recreativos, culturales y de actividad física gratuitos para personas mayores de 60 años.",Inscríbete en la Oficina del Adulto Mayor de la Municipalidad de La Reina.,https://www.lareina.cl
lareina,La Reina,Región Metropolitana,100.000 hab.,https://www.lareina.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Urgencias sociales, subsidios y orientación para familias vulnerables de La Reina.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.lareina.cl
lascondes,Las Condes,Región Metropolitana,310.000 hab.,https://lascondes.cl,Salud,🏥,Botiquín de Las Condes — Farmacia Municipal,Puedes comprar medicinas a precios bajos en la farmacia municipal de Las Condes.,Revisa lascondes.cl con tu carnet y comprobante de que vives en Las Condes.,https://www.lascondes.cl
lascondes,Las Condes,Región Metropolitana,310.000 hab.,https://lascondes.cl,Salud,🏥,Óptica Comunal Las Condes,Puedes hacerte revisar la vista y comprar lentes a precio accesible en tu comuna.,Agenda hora en lascondes.cl o en la Municipalidad con tu comprobante de residencia.,https://www.lascondes.cl
lascondes,Las Condes,Región Metropolitana,310.000 hab.,https://lascondes.cl,Salud,🏥,Subsidio de Salud 2026,Tu municipio te da dinero cada año para que pagues tus gastos de salud.,Presenta tu documento de identidad y comprobante de residencia en Las Condes.,https://www.lascondes.cl
lascondes,Las Condes,Región Metropolitana,310.000 hab.,https://lascondes.cl,Educación y Becas,🎓,Becas Enseñanza Superior Las Condes,Apoyo económico para estudiantes de Las Condes en educación superior. Postulación hasta mayo.,"Postula en lascondes.cl entre marzo y mayo con matrícula, RSH y notas académicas.",https://www.lascondes.cl
lascondes,Las Condes,Región Metropolitana,310.000 hab.,https://lascondes.cl,Adulto Mayor,👴,Tarjeta Vecino Mayor Las Condes,Tarjeta con descuentos y beneficios exclusivos para adultos mayores residentes en Las Condes.,Solicita tu tarjeta en la Municipalidad con carnet de identidad y acreditando residencia en Las Condes.,https://www.lascondes.cl
lascondes,Las Condes,Región Metropolitana,310.000 hab.,https://lascondes.cl,Social y Legal,⚖️,Tarjeta Vecino — más de 1.000 convenios,"Tarjeta digital gratuita con descuentos en gastronomía, salud, bencina y más para residentes de Las Condes.",Obtén tu Tarjeta Vecino en la Municipalidad con carnet de identidad y acreditando residencia.,https://www.lascondes.cl
lobarnechea,Lo Barnechea,Región Metropolitana,115.000 hab.,https://lobarnechea.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.lobarnechea.cl
lobarnechea,Lo Barnechea,Región Metropolitana,115.000 hab.,https://lobarnechea.cl,Salud,🏥,Farmacia Municipal Lo Barnechea,Medicamentos a precio social para vecinos de Lo Barnechea con receta médica vigente.,Presenta receta médica en la farmacia municipal con carnet de identidad.,https://lobarnechea.cl/
lobarnechea,Lo Barnechea,Región Metropolitana,115.000 hab.,https://lobarnechea.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de Lo Barnechea con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.lobarnechea.cl
lobarnechea,Lo Barnechea,Región Metropolitana,115.000 hab.,https://lobarnechea.cl,Adulto Mayor,👴,Programa Adulto Mayor Lo Barnechea,Talleres de actividad física y recreación gratuitos para personas mayores de 60 años.,Inscríbete en la Oficina del Adulto Mayor de la Municipalidad de Lo Barnechea.,https://www.lobarnechea.cl
lobarnechea,Lo Barnechea,Región Metropolitana,115.000 hab.,https://lobarnechea.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Urgencias sociales, subsidios y orientación para familias vulnerables de Lo Barnechea.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.lobarnechea.cl
loespejo,Lo Espejo,Región Metropolitana,115.000 hab.,https://www.loespejo.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Red de centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.loespejo.cl
loespejo,Lo Espejo,Región Metropolitana,115.000 hab.,https://www.loespejo.cl,Salud,🏥,Farmacia Municipal Lo Espejo,Medicamentos esenciales a precio accesible para vecinos con receta médica vigente.,Presenta receta médica en la farmacia municipal con carnet de identidad.,https://www.loespejo.cl/
loespejo,Lo Espejo,Región Metropolitana,115.000 hab.,https://www.loespejo.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de Lo Espejo con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.loespejo.cl
loespejo,Lo Espejo,Región Metropolitana,115.000 hab.,https://www.loespejo.cl,Adulto Mayor,👴,Programa Adulto Mayor Lo Espejo,Talleres recreativos y de actividad física gratuitos para personas mayores de 60 años.,Inscríbete en la Oficina del Adulto Mayor de la Municipalidad de Lo Espejo.,https://www.loespejo.cl
loespejo,Lo Espejo,Región Metropolitana,115.000 hab.,https://www.loespejo.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Urgencias sociales, subsidios y orientación para familias vulnerables de Lo Espejo.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.loespejo.cl
loprado,Lo Prado,Región Metropolitana,120.000 hab.,https://www.loprado.cl,Salud,🏥,CESFAM y Atención Primaria gratuita,"Centros de salud familiar con médico, dental, matrona y salud mental gratuita para vecinos con Fonasa inscritos.",Inscríbete en el CESFAM de tu sector con carnet de identidad.,https://www.loprado.cl
loprado,Lo Prado,Región Metropolitana,120.000 hab.,https://www.loprado.cl,Salud,🏥,Farmacia Municipal Lo Prado,Medicamentos a precio social para vecinos de Lo Prado con receta médica vigente.,Presenta receta médica en la farmacia municipal con carnet de identidad.,https://www.loprado.cl/
loprado,Lo Prado,Región Metropolitana,120.000 hab.,https://www.loprado.cl,Educación y Becas,🎓,Beca Municipal Educación Superior,Apoyo económico para estudiantes de Lo Prado con vulnerabilidad cursando educación superior.,"Postula entre marzo y abril con RSH, matrícula y notas en la Municipalidad.",https://www.loprado.cl
loprado,Lo Prado,Región Metropolitana,120.000 hab.,https://www.loprado.cl,Adulto Mayor,👴,Programa Adulto Mayor Lo Prado,"Talleres gratuitos de actividad física, recreación y sociabilización para mayores de 60 años.",Inscríbete en la Oficina del Adulto Mayor o en tu centro comunitario de Lo Prado.,https://www.loprado.cl
loprado,Lo Prado,Región Metropolitana,120.000 hab.,https://www.loprado.cl,Social y Legal,⚖️,Dirección de Desarrollo Social,"Atención de urgencias sociales, subsidios y orientación para familias vulnerables de Lo Prado.",Acércate con carnet e RSH a la Dirección de Desarrollo Social de la Municipalidad.,https://www.loprado.cl
